
Host: c1-24

Timers On : Mon Aug 17 17:58:36 2026
Timers Off: Mon Aug 17 17:58:56 2026

Wall Time:       19.87 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.750u      0.133s      0.539w      1 calls
build grid                          :      0.483u      0.050s      0.331w      1 calls
post-process grid                   :      0.267u      0.083s      0.208w      1 calls
Total PK formation time             :      0.267u      0.017s      0.174w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.018w      3 calls
HF: Form core H                     :      0.000u      0.000s      0.050w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.050u      0.017s      0.045w      1 calls
SAD Guess                           :      0.050u      0.017s      0.044w      1 calls
HF: Form G                          :     20.167u      0.417s     12.465w     11 calls
RV: Form V                          :     20.117u      0.417s     12.414w     11 calls
Properties                          :      7.367u      0.133s      4.822w  48108 calls
Functional                          :      7.450u      0.167s      4.696w  48108 calls
V_xc                                :      7.283u      0.167s      4.286w  44099 calls
JK: D                               :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     11 calls
JK: JK                              :      0.050u      0.000s      0.044w     11 calls
PK computes JK                      :      0.050u      0.000s      0.044w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.633u      0.233s      0.650w     10 calls
HF: Form C                          :      0.000u      0.000s      0.008w     10 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.005w      1 calls
Grad: S                             :      0.000u      0.000s      0.001w      1 calls
Grad: JK                            :      0.800u      0.017s      0.542w      1 calls
Grad: XC                            :      4.317u      0.050s      2.649w      1 calls
V_xc gradient                       :      1.850u      0.000s      1.024w   4009 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.750u      0.133s      0.539w      1 calls
| build grid                        :      0.483u      0.050s      0.331w      1 calls
| post-process grid                 :      0.267u      0.083s      0.208w      1 calls
Total PK formation time             :      0.267u      0.017s      0.174w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.015w      2 calls
HF: Form core H                     :      0.000u      0.000s      0.050w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.050u      0.017s      0.045w      1 calls
| SAD Guess                         :      0.050u      0.017s      0.044w      1 calls
HF: Form G                          :     20.167u      0.417s     12.465w     11 calls
| RV: Form V                        :     20.117u      0.417s     12.414w     11 calls
| | Properties                      :      5.533u      0.100s      3.629w  44099 calls
| | Functional                      :      6.883u      0.150s      4.287w  44099 calls
| | V_xc                            :      7.283u      0.167s      4.286w  44099 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     11 calls
| JK: JK                            :      0.050u      0.000s      0.044w     11 calls
| | PK computes JK                  :      0.050u      0.000s      0.044w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.633u      0.233s      0.650w     10 calls
HF: Form C                          :      0.000u      0.000s      0.008w     10 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.005w      1 calls
Grad: S                             :      0.000u      0.000s      0.001w      1 calls
Grad: JK                            :      0.800u      0.017s      0.542w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.004w      1 calls
Grad: XC                            :      4.317u      0.050s      2.649w      1 calls
| Properties                        :      1.833u      0.033s      1.193w   4009 calls
| Functional                        :      0.567u      0.017s      0.409w   4009 calls
| V_xc gradient                     :      1.850u      0.000s      1.024w   4009 calls

**************************************************************************************
