
Host: a2-4

Timers On : Mon Aug 17 17:58:08 2026
Timers Off: Mon Aug 17 17:58:32 2026

Wall Time:       24.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      1.350u      0.167s      0.930w      1 calls
build grid                          :      0.967u      0.067s      0.630w      1 calls
post-process grid                   :      0.383u      0.100s      0.300w      1 calls
Total PK formation time             :      0.383u      0.017s      0.245w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.024w      3 calls
HF: Form core H                     :      0.000u      0.000s      0.373w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.083u      0.033s      0.065w      1 calls
SAD Guess                           :      0.067u      0.033s      0.063w      1 calls
HF: Form G                          :     22.433u      0.517s     13.893w     10 calls
RV: Form V                          :     22.300u      0.517s     13.835w     10 calls
Properties                          :      8.100u      0.100s      5.484w  43923 calls
Functional                          :      9.283u      0.267s      5.249w  43923 calls
V_xc                                :      7.817u      0.183s      4.857w  39930 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.017u      0.000s      0.001w     10 calls
JK: JK                              :      0.100u      0.000s      0.050w     10 calls
PK computes JK                      :      0.100u      0.000s      0.050w     10 calls
JK: AO2USO                          :      0.000u      0.000s      0.002w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.783u      0.200s      0.839w      9 calls
HF: Form C                          :      0.017u      0.000s      0.007w      9 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.063w      1 calls
Grad: S                             :      0.000u      0.000s      0.020w      1 calls
Grad: JK                            :      1.250u      0.050s      1.657w      1 calls
Grad: XC                            :      5.467u      0.067s      3.345w      1 calls
V_xc gradient                       :      2.183u      0.017s      1.331w   3993 calls

--------------------------------------------------------------------------------------
V: Grid                             :      1.350u      0.167s      0.930w      1 calls
| build grid                        :      0.967u      0.067s      0.630w      1 calls
| post-process grid                 :      0.383u      0.100s      0.300w      1 calls
Total PK formation time             :      0.383u      0.017s      0.245w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.020w      2 calls
HF: Form core H                     :      0.000u      0.000s      0.373w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.083u      0.033s      0.065w      1 calls
| SAD Guess                         :      0.067u      0.033s      0.063w      1 calls
HF: Form G                          :     22.433u      0.517s     13.893w     10 calls
| RV: Form V                        :     22.300u      0.517s     13.835w     10 calls
| | Properties                      :      6.000u      0.067s      4.000w  39930 calls
| | Functional                      :      8.183u      0.250s      4.749w  39930 calls
| | V_xc                            :      7.817u      0.183s      4.857w  39930 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.017u      0.000s      0.001w     10 calls
| JK: JK                            :      0.100u      0.000s      0.050w     10 calls
| | PK computes JK                  :      0.100u      0.000s      0.050w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.002w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.783u      0.200s      0.839w      9 calls
HF: Form C                          :      0.017u      0.000s      0.007w      9 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.063w      1 calls
Grad: S                             :      0.000u      0.000s      0.020w      1 calls
Grad: JK                            :      1.250u      0.050s      1.657w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.003w      1 calls
Grad: XC                            :      5.467u      0.067s      3.345w      1 calls
| Properties                        :      2.100u      0.033s      1.484w   3993 calls
| Functional                        :      1.100u      0.017s      0.501w   3993 calls
| V_xc gradient                     :      2.183u      0.017s      1.331w   3993 calls

**************************************************************************************
