
Host: b1-21

Timers On : Mon Aug 17 17:58:30 2026
Timers Off: Mon Aug 17 17:58:45 2026

Wall Time:       14.61 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.617u      0.050s      0.394w      1 calls
build grid                          :      0.417u      0.033s      0.265w      1 calls
post-process grid                   :      0.200u      0.017s      0.129w      1 calls
Total PK formation time             :      0.167u      0.017s      0.113w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.017s      0.010w      3 calls
HF: Form core H                     :      0.000u      0.000s      0.072w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.033u      0.000s      0.029w      1 calls
SAD Guess                           :      0.033u      0.000s      0.028w      1 calls
HF: Form G                          :     15.583u      0.150s      9.489w     11 calls
RV: Form V                          :     15.550u      0.150s      9.458w     11 calls
Properties                          :      6.117u      0.050s      3.682w  48060 calls
Functional                          :      5.700u      0.033s      3.344w  48060 calls
V_xc                                :      5.650u      0.067s      3.551w  44055 calls
JK: D                               :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :      0.033u      0.000s      0.030w     11 calls
PK computes JK                      :      0.033u      0.000s      0.030w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.333u      0.050s      0.328w     10 calls
HF: Form C                          :      0.033u      0.000s      0.007w     10 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.001w      1 calls
Grad: S                             :      0.000u      0.000s      0.000w      1 calls
Grad: JK                            :      0.583u      0.017s      0.387w      1 calls
Grad: XC                            :      3.283u      0.000s      1.979w      1 calls
V_xc gradient                       :      1.217u      0.000s      0.772w   4005 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.617u      0.050s      0.394w      1 calls
| build grid                        :      0.417u      0.033s      0.265w      1 calls
| post-process grid                 :      0.200u      0.017s      0.129w      1 calls
Total PK formation time             :      0.167u      0.017s      0.113w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.017s      0.007w      2 calls
HF: Form core H                     :      0.000u      0.000s      0.072w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.033u      0.000s      0.029w      1 calls
| SAD Guess                         :      0.033u      0.000s      0.028w      1 calls
HF: Form G                          :     15.583u      0.150s      9.489w     11 calls
| RV: Form V                        :     15.550u      0.150s      9.458w     11 calls
| | Properties                      :      4.467u      0.050s      2.763w  44055 calls
| | Functional                      :      5.283u      0.033s      3.064w  44055 calls
| | V_xc                            :      5.650u      0.067s      3.551w  44055 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      0.033u      0.000s      0.030w     11 calls
| | PK computes JK                  :      0.033u      0.000s      0.030w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.333u      0.050s      0.328w     10 calls
HF: Form C                          :      0.033u      0.000s      0.007w     10 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.001w      1 calls
Grad: S                             :      0.000u      0.000s      0.000w      1 calls
Grad: JK                            :      0.583u      0.017s      0.387w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.003w      1 calls
Grad: XC                            :      3.283u      0.000s      1.979w      1 calls
| Properties                        :      1.650u      0.000s      0.919w   4005 calls
| Functional                        :      0.417u      0.000s      0.281w   4005 calls
| V_xc gradient                     :      1.217u      0.000s      0.772w   4005 calls

**************************************************************************************
