
Host: c1-22

Timers On : Mon Aug 17 17:59:35 2026
Timers Off: Mon Aug 17 17:59:59 2026

Wall Time:       23.20 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.867u      0.117s      0.598w      1 calls
build grid                          :      0.617u      0.050s      0.403w      1 calls
post-process grid                   :      0.250u      0.067s      0.195w      1 calls
Total PK formation time             :      0.250u      0.017s      0.161w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.015w      3 calls
HF: Form core H                     :      0.000u      0.000s      0.045w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.050u      0.017s      0.043w      1 calls
SAD Guess                           :      0.050u      0.017s      0.041w      1 calls
HF: Form G                          :     24.117u      0.550s     14.922w     11 calls
RV: Form V                          :     24.017u      0.550s     14.862w     11 calls
Properties                          :      9.217u      0.167s      5.738w  48036 calls
Functional                          :      9.133u      0.233s      5.608w  48036 calls
V_xc                                :      8.267u      0.183s      5.201w  44033 calls
JK: D                               :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     11 calls
JK: JK                              :      0.083u      0.000s      0.055w     11 calls
PK computes JK                      :      0.083u      0.000s      0.055w     11 calls
JK: AO2USO                          :      0.017u      0.000s      0.001w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.700u      0.167s      0.809w     10 calls
HF: Form C                          :      0.000u      0.000s      0.008w     10 calls
Grad: V T Perturb                   :      0.017u      0.000s      0.002w      1 calls
Grad: S                             :      0.000u      0.000s      0.000w      1 calls
Grad: JK                            :      0.900u      0.000s      0.554w      1 calls
Grad: XC                            :      5.250u      0.050s      3.210w      1 calls
V_xc gradient                       :      2.067u      0.017s      1.286w   4003 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.867u      0.117s      0.598w      1 calls
| build grid                        :      0.617u      0.050s      0.403w      1 calls
| post-process grid                 :      0.250u      0.067s      0.195w      1 calls
Total PK formation time             :      0.250u      0.017s      0.161w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.011w      2 calls
HF: Form core H                     :      0.000u      0.000s      0.045w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.050u      0.017s      0.043w      1 calls
| SAD Guess                         :      0.050u      0.017s      0.041w      1 calls
HF: Form G                          :     24.117u      0.550s     14.922w     11 calls
| RV: Form V                        :     24.017u      0.550s     14.862w     11 calls
| | Properties                      :      6.900u      0.150s      4.322w  44033 calls
| | Functional                      :      8.350u      0.217s      5.124w  44033 calls
| | V_xc                            :      8.267u      0.183s      5.201w  44033 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     11 calls
| JK: JK                            :      0.083u      0.000s      0.055w     11 calls
| | PK computes JK                  :      0.083u      0.000s      0.055w     11 calls
| JK: AO2USO                        :      0.017u      0.000s      0.001w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.700u      0.167s      0.809w     10 calls
HF: Form C                          :      0.000u      0.000s      0.008w     10 calls
Grad: V T Perturb                   :      0.017u      0.000s      0.002w      1 calls
Grad: S                             :      0.000u      0.000s      0.000w      1 calls
Grad: JK                            :      0.900u      0.000s      0.554w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.004w      1 calls
Grad: XC                            :      5.250u      0.050s      3.210w      1 calls
| Properties                        :      2.317u      0.017s      1.415w   4003 calls
| Functional                        :      0.783u      0.017s      0.484w   4003 calls
| V_xc gradient                     :      2.067u      0.017s      1.286w   4003 calls

**************************************************************************************
