   18   54
        0.1290124987        0.0000000000        0.0000000000
       -0.0556450784        0.0000000000        0.0000000000
       -0.0556450784        0.0000000000        0.0000000000
        0.0047597245        0.0000000000        0.0000000000
        0.0047597245        0.0000000000        0.0000000000
        0.0051085283        0.0000000000        0.0000000000
        0.0051085283        0.0000000000        0.0000000000
        0.0002951286        0.0000000000        0.0000000000
        0.0002951286        0.0000000000        0.0000000000
       -0.0006508260        0.0000000000        0.0000000000
       -0.0372685426        0.0000000000        0.0000000000
        0.0000431113        0.0000000000        0.0000000000
        0.0000431113        0.0000000000        0.0000000000
        0.0004445684        0.0000000000        0.0000000000
        0.0004445684        0.0000000000        0.0000000000
       -0.0004948579        0.0000000000        0.0000000000
       -0.0004948579        0.0000000000        0.0000000000
       -0.0001153797        0.0000000000        0.0000000000
        0.0000000000        0.5246821569        0.0000000000
        0.0000000000       -0.2415461678       -0.0422539715
        0.0000000000       -0.2415461678        0.0422539715
        0.0000000000       -0.0039257947       -0.1026474421
        0.0000000000       -0.0039257947        0.1026474421
        0.0000000000        0.0141969948        0.0775235711
        0.0000000000        0.0141969948       -0.0775235711
        0.0000000000        0.0434566503       -0.0541945268
        0.0000000000        0.0434566503        0.0541945268
        0.0000000000       -0.0672194563        0.0000000000
        0.0000000000       -0.0612364726        0.0000000000
        0.0000000000       -0.0103794562       -0.0165416442
        0.0000000000       -0.0103794562        0.0165416442
        0.0000000000        0.0001150933        0.0014222685
        0.0000000000        0.0001150933       -0.0014222685
        0.0000000000        0.0008377628       -0.0008492072
        0.0000000000        0.0008377628        0.0008492072
        0.0000000000       -0.0017363931        0.0000000000
        0.0000000000        0.0000000000        0.7995004514
        0.0000000000       -0.1151613402       -0.1827620514
        0.0000000000        0.1151613402       -0.1827620514
        0.0000000000       -0.0249050730       -0.0503714639
        0.0000000000        0.0249050730       -0.0503714639
        0.0000000000        0.0058648926       -0.0036954605
        0.0000000000       -0.0058648926       -0.0036954605
        0.0000000000        0.0007152071       -0.0005529947
        0.0000000000       -0.0007152071       -0.0005529947
        0.0000000000        0.0000000000       -0.0004068885
        0.0000000000        0.0000000000       -0.3465804190
        0.0000000000        0.0125009945        0.0115239254
        0.0000000000       -0.0125009945        0.0115239254
        0.0000000000       -0.0000400357        0.0001564462
        0.0000000000        0.0000400357        0.0001564462
        0.0000000000        0.0000211503       -0.0005780721
        0.0000000000       -0.0000211503       -0.0005780721
        0.0000000000        0.0000000000        0.0000461985
       -0.0556450784        0.0000000000        0.0000000000
        0.1117730894        0.0000000000        0.0000000000
        0.0111070525        0.0000000000        0.0000000000
       -0.0635722113        0.0000000000        0.0000000000
