
Host: a2-16

Timers On : Mon Aug 17 17:59:14 2026
Timers Off: Mon Aug 17 17:59:47 2026

Wall Time:       32.76 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      1.383u      0.233s      0.992w      1 calls
build grid                          :      0.883u      0.083s      0.589w      1 calls
post-process grid                   :      0.500u      0.150s      0.403w      1 calls
Total PK formation time             :      0.433u      0.017s      0.283w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.023w      3 calls
HF: Form core H                     :      0.017u      0.000s      0.171w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.117u      0.033s      0.097w      1 calls
SAD Guess                           :      0.117u      0.033s      0.094w      1 calls
HF: Form G                          :     37.017u      0.967s     23.087w     11 calls
RV: Form V                          :     36.850u      0.967s     22.992w     11 calls
Properties                          :     12.250u      0.333s      7.623w  47952 calls
Functional                          :     13.367u      0.250s      8.308w  47952 calls
V_xc                                :     12.550u      0.383s      7.982w  43956 calls
JK: D                               :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.017u      0.000s      0.002w     11 calls
JK: JK                              :      0.133u      0.000s      0.085w     11 calls
PK computes JK                      :      0.133u      0.000s      0.085w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.002w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.900u      0.300s      0.860w     10 calls
HF: Form C                          :      0.017u      0.000s      0.012w     10 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.002w      1 calls
Grad: S                             :      0.000u      0.000s      0.000w      1 calls
Grad: JK                            :      0.700u      0.000s      0.428w      1 calls
Grad: XC                            :      3.433u      0.050s      2.107w      1 calls
V_xc gradient                       :      1.317u      0.033s      0.837w   3996 calls

--------------------------------------------------------------------------------------
V: Grid                             :      1.383u      0.233s      0.992w      1 calls
| build grid                        :      0.883u      0.083s      0.589w      1 calls
| post-process grid                 :      0.500u      0.150s      0.403w      1 calls
Total PK formation time             :      0.433u      0.017s      0.283w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.020w      2 calls
HF: Form core H                     :      0.017u      0.000s      0.171w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.117u      0.033s      0.097w      1 calls
| SAD Guess                         :      0.117u      0.033s      0.094w      1 calls
HF: Form G                          :     37.017u      0.967s     23.087w     11 calls
| RV: Form V                        :     36.850u      0.967s     22.992w     11 calls
| | Properties                      :     10.700u      0.333s      6.683w  43956 calls
| | Functional                      :     12.867u      0.233s      7.993w  43956 calls
| | V_xc                            :     12.550u      0.383s      7.982w  43956 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.017u      0.000s      0.002w     11 calls
| JK: JK                            :      0.133u      0.000s      0.085w     11 calls
| | PK computes JK                  :      0.133u      0.000s      0.085w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.002w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.900u      0.300s      0.860w     10 calls
HF: Form C                          :      0.017u      0.000s      0.012w     10 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.002w      1 calls
Grad: S                             :      0.000u      0.000s      0.000w      1 calls
Grad: JK                            :      0.700u      0.000s      0.428w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.003w      1 calls
Grad: XC                            :      3.433u      0.050s      2.107w      1 calls
| Properties                        :      1.550u      0.000s      0.940w   3996 calls
| Functional                        :      0.500u      0.017s      0.315w   3996 calls
| V_xc gradient                     :      1.317u      0.033s      0.837w   3996 calls

**************************************************************************************
