
Host: e1-15

Timers On : Mon Aug 17 17:59:03 2026
Timers Off: Mon Aug 17 17:59:15 2026

Wall Time:       11.66 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.450u      0.067s      0.318w      1 calls
build grid                          :      0.283u      0.017s      0.190w      1 calls
post-process grid                   :      0.167u      0.050s      0.128w      1 calls
Total PK formation time             :      0.150u      0.000s      0.090w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.010w      3 calls
HF: Form core H                     :      0.000u      0.000s      0.058w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.001w      1 calls
HF: Guess                           :      0.017u      0.017s      0.025w      1 calls
SAD Guess                           :      0.017u      0.017s      0.024w      1 calls
HF: Form G                          :     12.083u      0.250s      7.418w     11 calls
RV: Form V                          :     12.017u      0.250s      7.390w     11 calls
Properties                          :      5.100u      0.117s      3.105w  48192 calls
Functional                          :      4.917u      0.083s      2.647w  48192 calls
V_xc                                :      3.467u      0.050s      2.475w  44176 calls
JK: D                               :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :      0.067u      0.000s      0.027w     11 calls
PK computes JK                      :      0.067u      0.000s      0.027w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.283u      0.100s      0.368w     10 calls
HF: Form C                          :      0.000u      0.000s      0.006w     10 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.001w      1 calls
Grad: S                             :      0.000u      0.000s      0.000w      1 calls
Grad: JK                            :      0.450u      0.000s      0.272w      1 calls
Grad: XC                            :      2.550u      0.017s      1.549w      1 calls
V_xc gradient                       :      0.867u      0.017s      0.594w   4016 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.450u      0.067s      0.318w      1 calls
| build grid                        :      0.283u      0.017s      0.190w      1 calls
| post-process grid                 :      0.167u      0.050s      0.128w      1 calls
Total PK formation time             :      0.150u      0.000s      0.090w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.008w      2 calls
HF: Form core H                     :      0.000u      0.000s      0.058w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.001w      1 calls
HF: Guess                           :      0.017u      0.017s      0.025w      1 calls
| SAD Guess                         :      0.017u      0.017s      0.024w      1 calls
HF: Form G                          :     12.083u      0.250s      7.418w     11 calls
| RV: Form V                        :     12.017u      0.250s      7.390w     11 calls
| | Properties                      :      3.867u      0.117s      2.385w  44176 calls
| | Functional                      :      4.467u      0.083s      2.424w  44176 calls
| | V_xc                            :      3.467u      0.050s      2.475w  44176 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      0.067u      0.000s      0.027w     11 calls
| | PK computes JK                  :      0.067u      0.000s      0.027w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.283u      0.100s      0.368w     10 calls
HF: Form C                          :      0.000u      0.000s      0.006w     10 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.001w      1 calls
Grad: S                             :      0.000u      0.000s      0.000w      1 calls
Grad: JK                            :      0.450u      0.000s      0.272w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.002w      1 calls
Grad: XC                            :      2.550u      0.017s      1.549w      1 calls
| Properties                        :      1.233u      0.000s      0.720w   4016 calls
| Functional                        :      0.450u      0.000s      0.223w   4016 calls
| V_xc gradient                     :      0.867u      0.017s      0.594w   4016 calls

**************************************************************************************
