   18   48
        0.4559542361        0.0000000000        0.0220886882
        0.0000000000       -0.0003657831       -0.0196524235
        0.0000000000        0.0036669809        0.0000000000
        0.0047300792        0.0000000000        0.0076990845
        0.0055023773        0.0000000000        0.0015676326
        0.0000000000       -0.0001734701        0.0000000000
        0.0000705992        0.0270444232        0.0000000000
        0.0221406764       -0.0078913091        0.0000000000
        0.0000000000        0.0000000000        0.0124123581
        0.0000000000        0.0010742399        0.0000000000
       -0.0002221640        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.3332070310        0.0000000000
        0.0779138860        0.0000000000        0.0000000000
       -0.0425571002        0.0000000000        0.0431886306
        0.0000000000       -0.0396750715        0.0000000000
        0.0000000000        0.0051620746        0.0000000000
        0.0000856547        0.0000000000        0.0001698039
        0.0000000000        0.0000000000        0.0555374663
        0.0000000000        0.0000000000       -0.0017869692
        0.0054480197        0.0188078377        0.0000000000
        0.0146504779        0.0000000000       -0.0015897664
        0.0000000000        0.0024221379       -0.0013427699
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0220886882        0.0000000000        0.4180892380
        0.0000000000        0.0412493349        0.0391118865
        0.0000000000       -0.0119148946        0.0000000000
       -0.0054272690        0.0000000000        0.0004654615
        0.0023656247        0.0000000000        0.0003310819
        0.0000000000        0.0006381521        0.0000000000
        0.0000403771       -0.0554043496        0.0000000000
       -0.0278895121        0.0095747281        0.0000000000
        0.0000000000        0.0000000000       -0.0145309872
        0.0000000000       -0.0004790274        0.0000000000
        0.0007737378        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0779138860        0.0000000000
        0.3901712532        0.0000000000        0.0000000000
        0.0707341469        0.0000000000       -0.0369888025
        0.0000000000        0.0388817325        0.0000000000
        0.0000000000        0.0080684432        0.0000000000
       -0.0002253733        0.0000000000        0.0003992756
        0.0000000000        0.0000000000        0.0124503423
        0.0000000000        0.0000000000       -0.0371794081
        0.0542806711        0.0006970076        0.0000000000
       -0.0133251877        0.0000000000       -0.0004991833
        0.0000000000       -0.0007582236        0.0014911453
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
       -0.0003657831        0.0000000000        0.0412493349
        0.0000000000        0.2796793895        0.0317373195
        0.0000000000       -0.0008223087        0.0000000000
       -0.0043239538        0.0000000000       -0.0024616463
       -0.0009095862        0.0000000000       -0.0022341823
        0.0000000000       -0.0008035403        0.0000000000
       -0.0005702110        0.0269137693        0.0000000000
       -0.0021416571        0.0078053709        0.0000000000
        0.0000000000        0.0000000000        0.0044944959
        0.0000000000        0.0008398880        0.0000000000
       -0.0008019394        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
       -0.0196524235        0.0000000000        0.0391118865
        0.0000000000        0.0317373195        0.4480614295
        0.0000000000        0.0327597003        0.0000000000
       -0.0121602143        0.0000000000        0.0005119423
        0.0006145768        0.0000000000        0.0072705915
        0.0000000000       -0.0008267899        0.0000000000
       -0.0006954556       -0.0284261753        0.0000000000
       -0.0162192280        0.0142132629        0.0000000000
        0.0000000000        0.0000000000        0.0022989311
        0.0000000000        0.0209862186        0.0000000000
        0.0023507499        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000       -0.0425571002        0.0000000000
        0.0707341469        0.0000000000        0.0000000000
        0.4204077399        0.0000000000        0.0720725983
        0.0000000000       -0.0428375811        0.0000000000
        0.0000000000       -0.0002644232        0.0000000000
        0.0084909012        0.0000000000        0.0006341556
        0.0000000000        0.0000000000        0.0317501966
        0.0000000000        0.0000000000        0.0051468173
        0.0171473385        0.0004810430        0.0000000000
        0.0021627169        0.0000000000        0.0229290784
        0.0000000000        0.0043317218       -0.0034194534
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0036669809        0.0000000000       -0.0119148946
        0.0000000000       -0.0008223087        0.0327597003
        0.0000000000        0.4381388192        0.0000000000
        0.0252414556        0.0000000000        0.0001783578
        0.0002506917        0.0000000000        0.0059428879
        0.0000000000        0.0066097389        0.0000000000
       -0.0001806397        0.0025520249        0.0000000000
       -0.0218116649       -0.0067194628        0.0000000000
        0.0000000000        0.0000000000        0.0002106304
        0.0000000000       -0.0247767990        0.0000000000
        0.0283356767        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0431886306        0.0000000000
       -0.0369888025        0.0000000000        0.0000000000
        0.0720725983        0.0000000000        0.3996574661
        0.0000000000        0.0781894101        0.0000000000
        0.0000000000        0.0002411101        0.0000000000
        0.0069037049        0.0000000000        0.0075443585
        0.0000000000        0.0000000000        0.0307299497
        0.0000000000        0.0000000000       -0.0093836731
        0.0099783087        0.0018051460        0.0000000000
        0.0014277412        0.0000000000       -0.0241131884
        0.0000000000        0.0240283510        0.0058536798
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0047300792        0.0000000000       -0.0054272690
        0.0000000000       -0.0043239538       -0.0121602143
        0.0000000000        0.0252414556        0.0000000000
        0.4719717491        0.0000000000       -0.0001143185
        0.0003513696        0.0000000000        0.0000247674
        0.0000000000        0.0066195932        0.0000000000
        0.0097821751        0.0127154027        0.0000000000
        0.0190986972       -0.0026566060        0.0000000000
        0.0000000000        0.0000000000       -0.0011925798
        0.0000000000       -0.0006771543        0.0000000000
       -0.0295085906        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000       -0.0396750715        0.0000000000
        0.0388817325        0.0000000000        0.0000000000
       -0.0428375811        0.0000000000        0.0781894101
        0.0000000000        0.3645580196        0.0000000000
        0.0000000000       -0.0003505411        0.0000000000
        0.0007207700        0.0000000000        0.0073784253
        0.0000000000        0.0000000000       -0.0127293941
        0.0000000000        0.0000000000       -0.0158268372
       -0.0092824586       -0.0009774247        0.0000000000
       -0.0006442948        0.0000000000       -0.0052906187
        0.0000000000       -0.0230865243        0.0354630780
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0076990845        0.0000000000        0.0004654615
        0.0000000000       -0.0024616463        0.0005119423
        0.0000000000        0.0001783578        0.0000000000
       -0.0001143185        0.0000000000        0.3581671093
        0.0007433380        0.0000000000        0.0000606529
        0.0000000000        0.0000609797        0.0000000000
        0.0000294491       -0.0180123300        0.0000000000
       -0.0009917913        0.0007125919        0.0000000000
        0.0000000000        0.0000000000       -0.0002571312
        0.0000000000        0.0000094417        0.0000000000
        0.0001448006        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0055023773        0.0000000000        0.0023656247
        0.0000000000       -0.0009095862        0.0006145768
        0.0000000000        0.0002506917        0.0000000000
        0.0003513696        0.0000000000        0.0007433380
        0.3603386132        0.0000000000        0.0004911341
        0.0000000000        0.0000896847        0.0000000000
        0.0000140045        0.0199417664        0.0000000000
        0.0015681539       -0.0007738264        0.0000000000
        0.0000000000        0.0000000000        0.0001344326
        0.0000000000        0.0013663005        0.0000000000
        0.0001315053        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0051620746        0.0000000000
        0.0080684432        0.0000000000        0.0000000000
       -0.0002644232        0.0000000000        0.0002411101
        0.0000000000       -0.0003505411        0.0000000000
        0.0000000000        0.3602187651        0.0000000000
        0.0003971593        0.0000000000        0.0000285837
        0.0000000000        0.0000000000       -0.0154568789
        0.0000000000        0.0000000000        0.0005620586
       -0.0000622871       -0.0002155781        0.0000000000
       -0.0012398767        0.0000000000        0.0006119885
        0.0000000000        0.0000436275       -0.0000747961
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0015676326        0.0000000000        0.0003310819
        0.0000000000       -0.0022341823        0.0072705915
        0.0000000000        0.0059428879        0.0000000000
        0.0000247674        0.0000000000        0.0000606529
        0.0004911341        0.0000000000        0.3444824705
        0.0000000000        0.0010109431        0.0000000000
        0.0003807482        0.0020254906        0.0000000000
        0.0133681461       -0.0149757070        0.0000000000
        0.0000000000        0.0000000000       -0.0015554018
        0.0000000000        0.0009872038        0.0000000000
       -0.0012022235        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000856547        0.0000000000
       -0.0002253733        0.0000000000        0.0000000000
        0.0084909012        0.0000000000        0.0069037049
        0.0000000000        0.0007207700        0.0000000000
        0.0000000000        0.0003971593        0.0000000000
        0.3442837961        0.0000000000        0.0008743229
        0.0000000000        0.0000000000       -0.0021213743
        0.0000000000        0.0000000000       -0.0047791344
       -0.0184252383       -0.0000043612        0.0000000000
       -0.0007747498        0.0000000000        0.0007780665
        0.0000000000       -0.0011647422        0.0013797958
        0.0000000000        0.0000000000        0.0000000000
