
Host: b1-21

Timers On : Mon Aug 17 17:59:01 2026
Timers Off: Mon Aug 17 17:59:16 2026

Wall Time:       14.54 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.600u      0.050s      0.395w      1 calls
build grid                          :      0.417u      0.017s      0.265w      1 calls
post-process grid                   :      0.183u      0.033s      0.130w      1 calls
Total PK formation time             :      0.183u      0.017s      0.111w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.009w      3 calls
HF: Form core H                     :      0.000u      0.000s      0.067w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.000s      0.029w      1 calls
SAD Guess                           :      0.033u      0.000s      0.028w      1 calls
HF: Form G                          :     15.717u      0.150s      9.557w     11 calls
RV: Form V                          :     15.650u      0.150s      9.522w     11 calls
Properties                          :      6.083u      0.050s      3.691w  48516 calls
Functional                          :      5.100u      0.050s      3.379w  48516 calls
V_xc                                :      6.200u      0.067s      3.568w  44473 calls
JK: D                               :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     11 calls
JK: JK                              :      0.067u      0.000s      0.030w     11 calls
PK computes JK                      :      0.067u      0.000s      0.030w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.350u      0.050s      0.289w     10 calls
HF: Form C                          :      0.017u      0.000s      0.005w     10 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.001w      1 calls
Grad: S                             :      0.000u      0.000s      0.000w      1 calls
Grad: JK                            :      0.583u      0.000s      0.356w      1 calls
Grad: XC                            :      3.267u      0.017s      1.971w      1 calls
V_xc gradient                       :      1.267u      0.000s      0.764w   4043 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.600u      0.050s      0.395w      1 calls
| build grid                        :      0.417u      0.017s      0.265w      1 calls
| post-process grid                 :      0.183u      0.033s      0.130w      1 calls
Total PK formation time             :      0.183u      0.017s      0.111w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.007w      2 calls
HF: Form core H                     :      0.000u      0.000s      0.067w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.000s      0.029w      1 calls
| SAD Guess                         :      0.033u      0.000s      0.028w      1 calls
HF: Form G                          :     15.717u      0.150s      9.557w     11 calls
| RV: Form V                        :     15.650u      0.150s      9.522w     11 calls
| | Properties                      :      4.633u      0.033s      2.776w  44473 calls
| | Functional                      :      4.567u      0.050s      3.095w  44473 calls
| | V_xc                            :      6.200u      0.067s      3.568w  44473 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     11 calls
| JK: JK                            :      0.067u      0.000s      0.030w     11 calls
| | PK computes JK                  :      0.067u      0.000s      0.030w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.350u      0.050s      0.289w     10 calls
HF: Form C                          :      0.017u      0.000s      0.005w     10 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.001w      1 calls
Grad: S                             :      0.000u      0.000s      0.000w      1 calls
Grad: JK                            :      0.583u      0.000s      0.356w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.003w      1 calls
Grad: XC                            :      3.267u      0.017s      1.971w      1 calls
| Properties                        :      1.450u      0.017s      0.915w   4043 calls
| Functional                        :      0.533u      0.000s      0.284w   4043 calls
| V_xc gradient                     :      1.267u      0.000s      0.764w   4043 calls

**************************************************************************************
