   18   48
        0.5185352306        0.0000000000        0.0187781497
        0.0000000000       -0.0036365224       -0.0189534278
        0.0000000000        0.0033510211        0.0000000000
        0.0055058730        0.0000000000        0.0074696083
        0.0056895463        0.0000000000        0.0016811700
        0.0000000000       -0.0001952295        0.0000000000
        0.0000650513        0.0297498344        0.0000000000
        0.0249817853       -0.0092767343        0.0000000000
        0.0000000000        0.0000000000        0.0126124963
        0.0000000000        0.0013369672        0.0000000000
       -0.0003106710        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.3285479126        0.0000000000
        0.1411080868        0.0000000000        0.0000000000
       -0.1028633365        0.0000000000        0.1013638796
        0.0000000000       -0.0976651643        0.0000000000
        0.0000000000        0.0047555406        0.0000000000
        0.0005575265        0.0000000000        0.0001108102
        0.0000000000        0.0000000000        0.0537846158
        0.0000000000        0.0000000000        0.0023060324
        0.0049013187        0.0177210099        0.0000000000
        0.0144351050        0.0000000000       -0.0027540474
        0.0000000000        0.0044784243       -0.0028659333
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0187781497        0.0000000000        0.4690565994
        0.0000000000        0.0420900884        0.0354188852
        0.0000000000       -0.0104648372        0.0000000000
       -0.0053858999        0.0000000000        0.0003818884
        0.0022599536        0.0000000000        0.0006438358
        0.0000000000        0.0007018999        0.0000000000
        0.0001139505       -0.0607808578        0.0000000000
       -0.0289049427        0.0106420312        0.0000000000
        0.0000000000        0.0000000000       -0.0154854342
        0.0000000000       -0.0001292481        0.0000000000
        0.0009169805        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.1411080868        0.0000000000
        0.3850279955        0.0000000000        0.0000000000
        0.1272134128        0.0000000000       -0.0935237394
        0.0000000000        0.0962230739        0.0000000000
        0.0000000000        0.0082663061        0.0000000000
       -0.0007640008        0.0000000000        0.0005007085
        0.0000000000        0.0000000000        0.0157280088
        0.0000000000        0.0000000000       -0.0427766759
        0.0586247103        0.0014998480        0.0000000000
       -0.0134402714        0.0000000000        0.0012246606
        0.0000000000       -0.0025939633        0.0029493069
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
       -0.0036365224        0.0000000000        0.0420900884
        0.0000000000        0.3255954890        0.0358456685
        0.0000000000       -0.0034968050        0.0000000000
       -0.0043742416        0.0000000000       -0.0023990304
       -0.0005035735        0.0000000000       -0.0024752227
        0.0000000000       -0.0008187541        0.0000000000
       -0.0005519827        0.0265235879        0.0000000000
       -0.0047650364        0.0154499218        0.0000000000
        0.0000000000        0.0000000000        0.0049889202
        0.0000000000        0.0011051182        0.0000000000
       -0.0010473485        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
       -0.0189534278        0.0000000000        0.0354188852
        0.0000000000        0.0358456685        0.5030300673
        0.0000000000        0.0333592076        0.0000000000
       -0.0138785709        0.0000000000        0.0005939042
        0.0004699690        0.0000000000        0.0058923097
        0.0000000000       -0.0005732132        0.0000000000
       -0.0006043658       -0.0295628419        0.0000000000
       -0.0142660266        0.0102307000        0.0000000000
        0.0000000000        0.0000000000        0.0019082123
        0.0000000000        0.0211746965        0.0000000000
        0.0022696171        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000       -0.1028633365        0.0000000000
        0.1272134128        0.0000000000        0.0000000000
        0.4177309050        0.0000000000        0.1370105156
        0.0000000000       -0.1091052125        0.0000000000
