
Host: d2-24

Timers On : Mon Aug 17 17:58:34 2026
Timers Off: Mon Aug 17 17:58:56 2026

Wall Time:       22.56 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.867u      0.050s      0.557w      1 calls
build grid                          :      0.600u      0.017s      0.378w      1 calls
post-process grid                   :      0.267u      0.033s      0.179w      1 calls
Total PK formation time             :      0.250u      0.017s      0.165w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.017s      0.014w      3 calls
HF: Form core H                     :      0.000u      0.000s      0.051w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.050u      0.017s      0.043w      1 calls
SAD Guess                           :      0.050u      0.017s      0.041w      1 calls
HF: Form G                          :     24.833u      0.233s     15.166w     11 calls
RV: Form V                          :     24.783u      0.233s     15.124w     11 calls
Properties                          :      9.800u      0.033s      5.937w  48060 calls
Functional                          :      7.550u      0.067s      4.892w  48060 calls
V_xc                                :     10.000u      0.133s      5.982w  44055 calls
JK: D                               :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :      0.050u      0.000s      0.040w     11 calls
PK computes JK                      :      0.050u      0.000s      0.040w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.533u      0.117s      0.460w     10 calls
HF: Form C                          :      0.017u      0.000s      0.010w     10 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.002w      1 calls
Grad: S                             :      0.000u      0.000s      0.000w      1 calls
Grad: JK                            :      0.867u      0.000s      0.522w      1 calls
Grad: XC                            :      4.967u      0.017s      3.011w      1 calls
V_xc gradient                       :      2.133u      0.017s      1.191w   4005 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.867u      0.050s      0.557w      1 calls
| build grid                        :      0.600u      0.017s      0.378w      1 calls
| post-process grid                 :      0.267u      0.033s      0.179w      1 calls
Total PK formation time             :      0.250u      0.017s      0.165w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.017s      0.010w      2 calls
HF: Form core H                     :      0.000u      0.000s      0.051w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.050u      0.017s      0.043w      1 calls
| SAD Guess                         :      0.050u      0.017s      0.041w      1 calls
HF: Form G                          :     24.833u      0.233s     15.166w     11 calls
| RV: Form V                        :     24.783u      0.233s     15.124w     11 calls
| | Properties                      :      7.517u      0.033s      4.543w  44055 calls
| | Functional                      :      7.000u      0.067s      4.479w  44055 calls
| | V_xc                            :     10.000u      0.133s      5.982w  44055 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      0.050u      0.000s      0.040w     11 calls
| | PK computes JK                  :      0.050u      0.000s      0.040w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.533u      0.117s      0.460w     10 calls
HF: Form C                          :      0.017u      0.000s      0.010w     10 calls
Grad: V T Perturb                   :      0.000u      0.000s      0.002w      1 calls
Grad: S                             :      0.000u      0.000s      0.000w      1 calls
Grad: JK                            :      0.867u      0.000s      0.522w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.004w      1 calls
Grad: XC                            :      4.967u      0.017s      3.011w      1 calls
| Properties                        :      2.283u      0.000s      1.395w   4005 calls
| Functional                        :      0.550u      0.000s      0.413w   4005 calls
| V_xc gradient                     :      2.133u      0.017s      1.191w   4005 calls

**************************************************************************************
